FCID	Date	Machine	Read Type	Path
D09KVACXX	11-09-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-09-2011_HiSeq_flowcellA_D09KVACXX_SR.txt
HF7JVBCXX	01-21-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-21-2016_HiSeq_ChIP_flowcellA_HF7JVBCXX_SR_Rapid.txt
HLFJWBCXX	09-27-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-27-2018_HiSeq_ChIP_flowcellB_HLFJWBCXX_PE_Rapid.txt
81M35ABXX	04-28-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-28-2011_HiSeq_flowcellA_81M35ABXX_SR.txt
AAAKFCHM5	04-22-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-22-2020_NextSeq2000_flowcell_AAAKFCHM5_PE_P2.txt
C2RMFACXX	03-05-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-05-2014_HiSeq_Fish_flowcellA_C2RMFACXX_SR.txt
HVWLMCBX2	07-15-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-15-2019_HiSeq_ChIP_flowcellA_HVWLMCBX2_PE_Rapid.txt
H7651ADXX	08-27-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-27-2013_HiSeq_ChIP_flowcellB_H7651ADXX_SR_Rapid.txt
H7KB3ADXX	10-16-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-16-2013_HiSeq_ChIP_flowcellB_H7KB3ADXX_SR_Rapid.txt
C7877ACXX	08-24-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-24-2015_HiSeq_ChIP_flowcellA_C7877ACXX_PE.txt
D09M1ACXX	11-14-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-14-2011_HiSeq_flowcellA_D09M1ACXX_SR.txt
HGKYLBBXX	12-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-12-2016_HiSeq_DIP_flowcellA_HGKYLBBXX_PE.txt
AAAKJV5M5	05-05-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/05-05-2020_NextSeq2000_flowcell_AAAKJV5M5_PE_P2.txt
HN2F3BCXX	07-13-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-13-2016_HiSeq_ChIP_flowcellB_HN2F3BCXX_PE_Rapid.txt
HJJ32BCXX	06-28-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-28-2018_HiSeq_ChIP_flowcellA_HJJ32BCXX_PE_Rapid.txt
HK2G3BBXX	07-25-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-25-2017_HiSeq_DIP_flowcellB_HK2G3BBXX_SR.txt
H9MCYADXX	05-01-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-01-2014_HiSeq_ChIP_flowcellB_H9MCYADXX_SR_Rapid.txt
H2CH3ACXX	08-30-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-30-2013_HiSeq_Fish_flowcellB_H2CH3ACXX_SR.txt
H149FADXX	08-20-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-20-2013_HiSeq_ChIP_flowcellA_H149FADXX_SR_Rapid.txt
HBGRJADXX	01-12-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2015_HiSeq_ChIP_flowcellA_HBGRJADXX_PE_Rapid.txt
C1780ACXX	09-19-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-19-2012_HiSeq_ChIP_flowcellA_C1780ACXX_PE.txt
C51EKACXX	09-17-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-17-2014_HiSeq_Fish_flowcellA_C51EKACXX_SR.txt
H52MJBBXX	01-26-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-26-2016_HiSeq_Dip_flowcellB_H52MJBBXX_SR.txt
HMWYVBCXX	10-25-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-25-2018_HiSeq_ChIP_flowcellA_HMWYVBCXX_PE_Rapid.txt
HV73GBCXX	08-23-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-23-2017_HiSeq_ChIP_flowcellA_HV73GBCXX_PE_Rapid.txt
HN2CYBCXX	10-25-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-25-2018_HiSeq_ChIP_flowcellB_HN2CYBCXX_PE_Rapid.txt
634TRAAXX	04-08-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-08-2011_Sarah_flowcell_634TRAAXX_SR.txt
HT3VMBCXX	07-13-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-13-2016_HiSeq_ChIP_flowcellA_HT3VMBCXX_SR_Rapid.txt
431V2AAXX	11-30-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-30-2009_Sarah_flowcell_431V2AAXX_SR.txt
64PB4AAXX	08-03-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-03-2011_Sarah_flowcell_64PB4AAXX_SR.txt
435JKAAXX	12-07-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-07-2009_Sarah_flowcell_435JKAAXX_SR.txt
HMJHWADXX	06-29-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-29-2015_HiSeq_ChIP_flowcellA_HMJHWADXX_SR_Rapid.txt
634RPAAXX	03-22-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-22-2011_Sarah_flowcell_634RPAAXX_SR.txt
C0YMWACXX	07-13-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-13-2012_HiSeq_Fish_flowcellB_C0YMWACXX_PE.txt
HCYJ7BCXY	02-12-2020	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-12-2020_HiSeq_ChIP_flowcellB_HCYJ7BCXY_SR_Rapid.txt
42B3BAAXX	05-18-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-18-2009_Sarah_flowcell_42B3BAAXX_SR.txt
H7VNTBCXY	02-20-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-20-2018_HiSeq_ChIP_flowcellB_H7VNTBCXY_SR_Rapid.txt
313BFAAXX	05-11-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-11-2009_Sarah_flowcell_313BFAAXX_SR.txt
H99R3ADXX	04-14-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-14-2014_HiSeq_ChIP_flowcellA_H99R3ADXX_PE_Rapid.txt
6141PAAXX	02-21-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-21-2010_Sarah_flowcell_6141PAAXX_SR.txt
61TFJAAXX	06-03-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-03-2010_Sarah_flowcell_61TFJAAXX_SR.txt
HF3MNBCXX	01-09-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-09-2017_HiSeq_ChIP_flowcellA_HF3MNBCXX_PE_Rapid.txt
HNHWTBCXX	08-15-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-15-2017_HiSeq_ChIP_flowcellA_HNHWTBCXX_PE_Rapid.txt
H7HL3BBXX	05-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-12-2016_HiSeq_DIP_flowcellB_H7HL3BBXX_PE.txt
C03EWABXX	10-21-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-21-2011_HiSeq_flowcellB_C03EWABXX_PE.txt
435RFAAXX	01-11-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-11-2010_Sarah_flowcell_435RFAAXX_SR.txt
HKJ22BCXX	04-06-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-06-2016_HiSeq_ChIP_flowcellB_HKJ22BCXX_SR_Rapid.txt
H9LPF8DXX	09-19-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-19-2014_HiSeq_ChIP_flowcellB_H9LPF8DXX_SR_Rapid.txt
HKLKHBCXX	08-07-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-07-2018_HiSeq_ChIP_flowcellA_HKLKHBCXX_PE_Rapid.txt
H5VHNBBXX	06-21-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-21-2016_HiSeq_DIP_flowcellB_H5VHNBBXX_SR.txt
H9L0DADXX	06-11-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-11-2014_HiSeq_ChIP_flowcellB_H9L0DADXX_SR_Rapid.txt
HFT3YADXX	01-20-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-20-2015_HiSeq_ChIP_flowcellA_HFT3YADXX_SR_Rapid.txt
HFFFWBBXX	07-07-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-07-2016_HiSeq_DIP_flowcellA_HFFFWBBXX_PE.txt
D153JACXX	07-16-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-16-2012_HiSeq_ChIP_flowcellB_D153JACXX_SR.txt
42VN3AAXX	09-09-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2009_Peter_flowcell_42VN3AAXX_SR.txt
64PBJAAXX	08-08-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-08-2011_Sarah_flowcell_64PBJAAXX_SR.txt
630ECAAXX	12-13-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-13-2010_Sarah_flowcell_630ECAAXX_SR.txt
C0RGNACXX	05-10-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-10-2012_HiSeq_ChIP_flowcellA_C0RGNACXX_SR.txt
61TPFAAXX	07-10-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-10-2010_Peter_flowcell_61TPFAAXX_SR.txt
C3YCLACXX	07-08-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-08-2014_HiSeq_Fish_flowcellA_C3YCLACXX_PE.txt
814H7ABXX	02-08-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-08-2011_HiSeq_flowcellA_814H7ABXX_SR.txt
HCFNLBCXX	12-06-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-06-2016_HiSeq_ChIP_flowcellB_HCFNLBCXX_PE_Rapid.txt
HGG5KBCXX	04-10-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-10-2018_HiSeq_ChIP_flowcellA_HGG5KBCXX_PE_Rapid.txt
HF75VBCXX	12-01-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-01-2015_HiSeq_ChIP_flowcellA_HF75VBCXX_SR_Rapid.txt
D0NE3ACXX	02-22-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-22-2012_HiSeq_ChIP_flowcellA_D0NE3ACXX_SR.txt
H86MHADXX	01-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-22-2014_HiSeq_ChIP_flowcellB_H86MHADXX_SR_Rapid.txt
HFF7YBBXX	07-08-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-08-2016_HiSeq_DIP_flowcellB_HFF7YBBXX_PE.txt
H9A05ADXX	05-09-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-09-2014_HiSeq_ChIP_flowcellB_H9A05ADXX_PE_Rapid.txt
634UBAAXX	03-15-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-15-2011_Sarah_flowcell_634UBAAXX_SR.txt
ACXX	06-03-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-03-2014_HiSeq_Fish_flowcellA_ACXX_PE.txt
42B39AAXX	05-27-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-27-2009_Sarah_flowcell_42B39AAXX_SR.txt
HLFK3BCXX	10-03-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-03-2018_HiSeq_ChIP_flowcellA_HLFK3BCXX_PE_Rapid.txt
H95E2ADXX	04-18-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-18-2014_HiSeq_ChIP_flowcellB_H95E2ADXX_SR_Rapid.txt
H9PJVADXX	10-17-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-17-2014_HiSeq_ChIP_flowcellB_H9PJVADXX_SR_Rapid.txt
705HVAAXX	07-13-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-13-2010_Sarah_flowcell_705HVAAXX_SR.txt
HMJVJADXX	06-16-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-16-2015_HiSeq_ChIP_flowcellB_HMJVJADXX_SR_Rapid.txt
64PATAAXX	07-21-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-21-2011_Sarah_flowcell_64PATAAXX_SR.txt
H86U3ADXX	03-03-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-03-2014_HiSeq_ChIP_flowcellB_H86U3ADXX_SR_Rapid.txt
D095DACXX	11-08-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-08-2011_HiSeq_flowcellB_D095DACXX_PE.txt
HC3FTBBXX	10-20-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-20-2016_HiSeq_DIP_flowcellA_HC3FTBBXX_SR.txt
HAWNLADXX	10-09-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-09-2014_HiSeq_ChIP_flowcellB_HAWNLADXX_PE_Rapid.txt
81M33ABXX	04-04-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-04-2011_HiSeq_flowcellB_81M33ABXX_SR.txt
H53K3BCXX	01-29-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-29-2018_HiSeq_ChIP_flowcellA_H53K3BCXX_PE_Rapid.txt
G23JPACXX	10-01-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-01-2013_HiSeq_Fish_flowcellB_G23JPACXX_PE.txt
42LWNAAXX	08-18-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-18-2009_Sarah_flowcell_42LWNAAXX_SR.txt
HH3W3BCXY	08-09-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-09-2018_HiSeq_ChIP_flowcellB_HH3W3BCXY_SR_Rapid.txt
H0KF1ACXX	06-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-11-2013_HiSeq_ChIP_flowcellB_H0KF1ACXX_SR_Rapid.txt
HCVH7ADXX	09-18-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-18-2015_HiSeq_ChIP_flowcellB_HCVH7ADXX_SR_Rapid.txt
628R9AAXX	07-15-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-15-2010_Sarah_flowcell_628R9AAXX_SR.txt
81M7MABXX	04-13-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-13-2011_HiSeq_flowcellA_81M7MABXX_SR.txt
C1PD5ACXX	03-20-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-20-2013_HiSeq_Fish_flowcellA_C1PD5ACXX_SR.txt
B02BJAAXX	02-25-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-25-2011_HiSeq_flowcellA_B02BJAAXX_PE.txt
HY2KVBCXX	08-11-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-11-2016_HiSeq_ChIP_flowcellB_HY2KVBCXX_PE_Rapid.txt
61MW7AAXX	05-25-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-25-2010_Sarah_flowcell_61MW7AAXX_SR.txt
D1574ACXX	07-24-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-24-2012_HiSeq_Fish_flowcellB_D1574ACXX_SR.txt
62E2TAAXX	09-09-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-09-2010_Sarah_flowcell_62E2TAAXX_SR.txt
815FFAAXX	01-12-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2011_HiSeq_flowcellA_815FFAAXX_PE_Illuminavalidationrun.txt
HLFMFBCXX	08-23-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-23-2018_HiSeq_ChIP_flowcellA_HLFMFBCXX_PE_Rapid.txt
81RV2ABXX	05-10-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-10-2011_HiSeq_flowcellA_81RV2ABXX_PE.txt
HKWJFADXX	05-22-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-22-2015_HiSeq_ChIP_flowcellA_HKWJFADXX_PE_Rapid.txt
D06VRABXX	09-14-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-14-2011_HiSeq_flowcellB_D06VRABXX_PE.txt
C6CNHACXX	02-09-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-09-2015_HiSeq_Fish_flowcellA_C6CNHACXX_SR.txt
H27WVBGXH	10-28-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/10-28-2020_NextSeq550_flowcell_H27WVBGXH_PE_HighOutput.txt
AAAKFC3M5	04-28-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-28-2020_NextSeq2000_flowcell_AAAKFC3M5_PE_P2.txt
D09LPACXX	10-25-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-25-2011_HiSeq_flowcellA_D09LPACXX_SR.txt
C0AH2ACXX	02-24-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-24-2012_HiSeq_Fish_flowcellB_C0AH2ACXX_SR.txt
H74DCADXX	09-06-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-06-2013_HiSeq_ChIP_flowcellA_H74DCADXX_SR_Rapid.txt
C24MRACXX	05-24-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-24-2013_HiSeq_Fish_flowcellB_C24MRACXX_SR.txt
HVT2CADXX	08-07-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-07-2015_HiSeq_ChIP_flowcellB_HVT2CADXX_PE_Rapid.txt
81M7FABXX	04-11-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-11-2011_HiSeq_flowcellB_81M7FABXX_SR.txt
H3H27BBXX	07-27-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-27-2015_HiSeq_Dip_flowcellA_H3H27BBXX_PE.txt
HF2CHBBXX	06-20-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-20-2016_HiSeq_DIP_flowcellA_HF2CHBBXX_PE.txt
H3VNCBCXX	11-07-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-07-2016_HiSeq_ChIP_flowcellA_H3VNCBCXX_PE_Rapid.txt
HMJVTBCXX	06-30-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-30-2017_HiSeq_ChIP_flowcellB_HMJVTBCXX_PE_Rapid.txt
H9L8KADXX	07-09-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-09-2014_HiSeq_ChIP_flowcellB_H9L8KADXX_SR_Rapid.txt
H8580ADXX	12-20-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-20-2013_HiSeq_ChIP_flowcellB_H8580ADXX_PE_Rapid.txt
HC35NBCXX	03-15-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-15-2018_HiSeq_ChIP_flowcellA_HC35NBCXX_PE_Rapid.txt
C21ADACXX	04-08-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-08-2013_HiSeq_Fish_flowcellA_C21ADACXX_SR.txt
D0HKFACXX	01-17-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-17-2012_HiSeq_ChIP_flowcellA_D0HKFACXX_SR.txt
H27J3BCX2	10-15-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-15-2019_HiSeq_ChIP_flowcellA_CBX2_PE_Rapid.txt
HH7HYADXX	04-22-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-22-2015_HiSeq_ChIP_flowcellA_HH7HYADXX_PE_Rapid.txt
C04FWABXX	09-08-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-08-2011_HiSeq_flowcellB_C04FWABXX_SR.txt
HFGMJBCXX	02-17-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-17-2016_HiSeq_ChIP_flowcellA_HFGMJBCXX_SR_Rapid.txt
B06WEABXX	06-07-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-07-2011_HiSeq_flowcellA_B06WEABXX_SR.txt
BHB6E0ADXX	11-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-04-2014_HiSeq_ChIP_flowcellB_BHB6E0ADXX_PE_Rapid.txt
H3W7KBCXX	02-10-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-10-2016_HiSeq_ChIP_flowcellA_H3W7KBCXX_SR_Rapid.txt
C219DCXX	04-22-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-22-2013_HiSeq_Fish_flowcellB_C219DCXX_SR.txt
HFFHWADXX	02-26-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-26-2015_HiSeq_ChIP_flowcellA_HFFHWADXX_PE_Rapid.txt
42FETAAXX	06-24-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-24-2009_Sarah_flowcell_42FETAAXX_SR.txt
C6WF3ACXX	05-05-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-05-2015_HiSeq_Fish_flowcellA_C6WF3ACXX_PE.txt
AAAKTV35M	08-09-2021	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/08-09-2021_NextSeq2000_flowcell__PE_P2.txt
HKHMVBCXX	05-11-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-11-2016_HiSeq_ChIP_flowcellB_HKHMVBCXX_SR_Rapid.txt
H8KBYADXX	03-13-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-13-2014_HiSeq_ChIP_flowcellA_H8KBYADXX_SR_Rapid.txt
H5TFMBCXX	01-06-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-06-2017_HiSeq_ChIP_flowcellB_H5TFMBCXX_SR_Rapid.txt
43551AAXX	11-17-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-17-2009_Sarah_flowcell_43551AAXX_SR.txt
HARNNADXX	10-22-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-22-2014_HiSeq_ChIP_flowcellB_HARNNADXX_PE_Rapid.txt
H3NKTBBXX	11-23-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-23-2015_HiSeq_Dip_flowcellB_H3NKTBBXX_PE.txt
806KTAAXX	11-01-2010	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-01-2010_HiSeq_flowcellB_806KTAAXX_PE.txt
61GHGAAXX	03-17-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-17-2010_Sarah_flowcell_61GHGAAXX_SR.txt
HBGKYADXX	12-23-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-23-2014_HiSeq_ChIP_flowcellA_HBGKYADXX_PE_Rapid.txt
H3YF7BCXY	12-22-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2017_HiSeq_ChIP_flowcellA_H3YF7BCXY_SR_Rapid.txt
C03VTABXX	10-07-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-07-2011_HiSeq_flowcellA_C03VTABXX_SR.txt
HAE4TADXX	09-17-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-17-2014_HiSeq_ChIP_flowcellA_HAE4TADXX_PE_Rapid.txt
H8FUBADXX	02-21-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-21-2014_HiSeq_ChIP_flowcellA_H8FUBADXX_PE_Rapid.txt
427VHAAXX	08-25-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-25-2009_Peter_flowcell_427VHAAXX_SR.txt
HYHKFBCXX	08-16-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-16-2016_HiSeq_ChIP_flowcellB_HYHKFBCXX_PE_Rapid.txt
C69DPACXX	01-23-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-23-2015_HiSeq_Fish_flowcellB_C69DPACXX_SR.txt
H75G1ADXX	08-23-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-23-2013_HiSeq_ChIP_flowcellB_H75G1ADXX_SR_Rapid.txt
HK2KMBBXX	08-09-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-09-2017_HiSeq_DIP_flowcellB_HK2KMBBXX_SR.txt
C69DEACXX	02-02-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-02-2015_HiSeq_Fish_flowcellB_C69DEACXX_SR.txt
30RPAAAXX	01-16-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-16-2009_Peter_flowcell_30RPAAAXX_SR.txt
D0WKAACXX	05-03-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-03-2012_HiSeq_ChIP_flowcellB_D0WKAACXX_PE.txt
HG2GVBCXX	04-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-20-2018_HiSeq_ChIP_flowcellB_HG2GVBCXX_PE_Rapid.txt
630BBAAXX	01-10-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-10-2011_Sarah_flowcell_630BBAAXX_SR.txt
D0DB0ACXX	01-03-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-03-2012_HiSeq_flowcellA_D0DB0ACXX_SR.txt
D16L4ACXX	09-13-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-13-2012_HiSeq_ChIP_flowcellB_D16L4ACXX_SR.txt
AAAKFF5M5	05-04-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/05-04-2020_NextSeq2000_flowcell_AAAKFF5M5_PE_P2.txt
D0DR1ABXX	07-26-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-26-2011_HiSeq_flowcellA_D0DR1ABXX_SR.txt
62H1FAAXX	01-27-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-27-2011_Sarah_flowcell_62H1FAAXX_SR.txt
HGYKTBCXX	12-21-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-21-2015_HiSeq_ChIP_flowcellA_HGYKTBCXX_PE_Rapid.txt
H3723BCXX	10-17-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-17-2016_HiSeq_ChIP_flowcellB_H3723BCXX_PE_Rapid.txt
6134CAAXX	02-22-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-22-2010_Peter_flowcell_6134CAAXX_SR.txt
HWNKCBCXY	06-04-2019	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-04-2019_HiSeq_ChIP_flowcellB_HWNKCBCXY_SR_Rapid.txt
HCKCFBBXX	12-08-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-08-2016_HiSeq_DIP_flowcellA_HCKCFBBXX_PE.txt
